evals.q.250.	_.mmIOneMax.100.2.cabea.e.11.best.fitness	_.mmIOneMax.100.2.cabea.e.11.best.fitness.min	_.mmIOneMax.100.2.cabea.e.11.best.fitness.max	_.mmIOneMax.100.2.cabea.cc.11.best.fitness	_.mmIOneMax.100.2.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.2.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.2.cabea.s.11.best.fitness	_.mmIOneMax.100.2.cabea.s.11.best.fitness.min	_.mmIOneMax.100.2.cabea.s.11.best.fitness.max	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.3.cabea.e.11.best.fitness	_.mmIOneMax.100.3.cabea.e.11.best.fitness.min	_.mmIOneMax.100.3.cabea.e.11.best.fitness.max	_.mmIOneMax.100.3.cabea.cc.11.best.fitness	_.mmIOneMax.100.3.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.3.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.3.cabea.s.11.best.fitness	_.mmIOneMax.100.3.cabea.s.11.best.fitness.min	_.mmIOneMax.100.3.cabea.s.11.best.fitness.max	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.5.cabea.e.11.best.fitness	_.mmIOneMax.100.5.cabea.e.11.best.fitness.min	_.mmIOneMax.100.5.cabea.e.11.best.fitness.max	_.mmIOneMax.100.5.cabea.cc.11.best.fitness	_.mmIOneMax.100.5.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.5.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.5.cabea.s.11.best.fitness	_.mmIOneMax.100.5.cabea.s.11.best.fitness.min	_.mmIOneMax.100.5.cabea.s.11.best.fitness.max	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.8.cabea.e.11.best.fitness	_.mmIOneMax.100.8.cabea.e.11.best.fitness.min	_.mmIOneMax.100.8.cabea.e.11.best.fitness.max	_.mmIOneMax.100.8.cabea.cc.11.best.fitness	_.mmIOneMax.100.8.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.8.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.8.cabea.s.11.best.fitness	_.mmIOneMax.100.8.cabea.s.11.best.fitness.min	_.mmIOneMax.100.8.cabea.s.11.best.fitness.max	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness.max
2.300e+04	2.100e-01	1.700e-01	2.200e-01	8.000e-02	6.000e-02	1.100e-01	1.500e-01	1.100e-01	1.800e-01	1.200e-01	1.000e-01	1.500e-01	2.100e-01	1.900e-01	2.300e-01	8.000e-02	6.000e-02	1.200e-01	1.600e-01	1.300e-01	1.800e-01	1.400e-01	1.100e-01	1.700e-01	1.800e-01	1.600e-01	2.200e-01	9.000e-02	7.000e-02	1.100e-01	1.500e-01	1.300e-01	1.600e-01	1.100e-01	9.000e-02	1.300e-01	1.600e-01	1.400e-01	1.700e-01	6.000e-02	4.000e-02	9.000e-02	1.100e-01	9.000e-02	1.300e-01	9.000e-02	7.000e-02	1.200e-01
2.325e+04	2.000e-01	1.700e-01	2.200e-01	8.000e-02	6.000e-02	1.000e-01	1.500e-01	1.100e-01	1.800e-01	1.200e-01	1.000e-01	1.500e-01	2.100e-01	1.900e-01	2.200e-01	8.000e-02	6.000e-02	1.200e-01	1.600e-01	1.300e-01	1.800e-01	1.300e-01	1.100e-01	1.700e-01	1.800e-01	1.600e-01	2.200e-01	8.000e-02	7.000e-02	1.000e-01	1.400e-01	1.300e-01	1.600e-01	1.000e-01	8.000e-02	1.200e-01	1.600e-01	1.400e-01	1.700e-01	6.000e-02	3.000e-02	8.000e-02	1.100e-01	9.000e-02	1.300e-01	8.000e-02	7.000e-02	1.200e-01
2.350e+04	2.000e-01	1.700e-01	2.200e-01	7.000e-02	6.000e-02	1.000e-01	1.500e-01	1.000e-01	1.700e-01	1.100e-01	9.000e-02	1.400e-01	2.000e-01	1.800e-01	2.100e-01	8.000e-02	6.000e-02	1.100e-01	1.600e-01	1.200e-01	1.800e-01	1.300e-01	1.000e-01	1.600e-01	1.800e-01	1.600e-01	2.000e-01	8.000e-02	7.000e-02	1.000e-01	1.400e-01	1.200e-01	1.600e-01	1.000e-01	8.000e-02	1.200e-01	1.600e-01	1.400e-01	1.700e-01	6.000e-02	3.000e-02	8.000e-02	1.000e-01	8.000e-02	1.100e-01	8.000e-02	7.000e-02	1.100e-01
2.375e+04	1.800e-01	1.600e-01	2.100e-01	7.000e-02	6.000e-02	1.000e-01	1.400e-01	1.000e-01	1.600e-01	1.100e-01	9.000e-02	1.300e-01	2.000e-01	1.800e-01	2.100e-01	7.000e-02	6.000e-02	1.000e-01	1.500e-01	1.100e-01	1.800e-01	1.200e-01	1.000e-01	1.600e-01	1.800e-01	1.600e-01	2.000e-01	8.000e-02	6.000e-02	1.000e-01	1.300e-01	1.200e-01	1.500e-01	1.000e-01	8.000e-02	1.200e-01	1.500e-01	1.300e-01	1.600e-01	5.000e-02	3.000e-02	8.000e-02	1.000e-01	8.000e-02	1.100e-01	8.000e-02	6.000e-02	1.100e-01
2.400e+04	1.800e-01	1.600e-01	2.100e-01	7.000e-02	5.000e-02	1.000e-01	1.300e-01	9.000e-02	1.600e-01	1.100e-01	8.000e-02	1.300e-01	1.900e-01	1.700e-01	2.100e-01	7.000e-02	6.000e-02	1.000e-01	1.300e-01	1.100e-01	1.700e-01	1.200e-01	9.000e-02	1.500e-01	1.600e-01	1.500e-01	2.000e-01	7.000e-02	6.000e-02	9.000e-02	1.300e-01	1.100e-01	1.500e-01	1.000e-01	8.000e-02	1.200e-01	1.500e-01	1.300e-01	1.600e-01	5.000e-02	3.000e-02	8.000e-02	9.000e-02	8.000e-02	1.100e-01	8.000e-02	6.000e-02	1.100e-01
2.425e+04	1.800e-01	1.600e-01	2.000e-01	6.000e-02	5.000e-02	9.000e-02	1.300e-01	9.000e-02	1.600e-01	1.000e-01	8.000e-02	1.300e-01	1.900e-01	1.700e-01	2.100e-01	6.000e-02	5.000e-02	1.000e-01	1.300e-01	1.100e-01	1.700e-01	1.100e-01	9.000e-02	1.500e-01	1.600e-01	1.500e-01	1.900e-01	7.000e-02	6.000e-02	9.000e-02	1.300e-01	1.100e-01	1.500e-01	9.000e-02	7.000e-02	1.100e-01	1.400e-01	1.200e-01	1.600e-01	5.000e-02	3.000e-02	7.000e-02	9.000e-02	7.000e-02	1.100e-01	8.000e-02	5.000e-02	1.000e-01
2.450e+04	1.700e-01	1.500e-01	2.000e-01	6.000e-02	5.000e-02	9.000e-02	1.300e-01	9.000e-02	1.500e-01	1.000e-01	8.000e-02	1.200e-01	1.900e-01	1.600e-01	2.100e-01	6.000e-02	5.000e-02	1.000e-01	1.300e-01	1.000e-01	1.700e-01	1.100e-01	9.000e-02	1.400e-01	1.600e-01	1.500e-01	1.800e-01	7.000e-02	5.000e-02	9.000e-02	1.200e-01	1.000e-01	1.400e-01	9.000e-02	7.000e-02	1.100e-01	1.300e-01	1.200e-01	1.500e-01	5.000e-02	3.000e-02	7.000e-02	9.000e-02	7.000e-02	1.000e-01	7.000e-02	5.000e-02	1.000e-01
2.475e+04	1.700e-01	1.500e-01	2.000e-01	6.000e-02	5.000e-02	9.000e-02	1.300e-01	9.000e-02	1.500e-01	9.000e-02	7.000e-02	1.200e-01	1.800e-01	1.600e-01	2.000e-01	6.000e-02	5.000e-02	1.000e-01	1.300e-01	9.000e-02	1.500e-01	1.100e-01	9.000e-02	1.400e-01	1.500e-01	1.400e-01	1.800e-01	7.000e-02	5.000e-02	9.000e-02	1.200e-01	9.000e-02	1.300e-01	8.000e-02	7.000e-02	1.000e-01	1.300e-01	1.200e-01	1.500e-01	4.000e-02	2.000e-02	7.000e-02	8.000e-02	7.000e-02	1.000e-01	7.000e-02	5.000e-02	9.000e-02
2.500e+04	1.700e-01	1.400e-01	1.900e-01	6.000e-02	5.000e-02	8.000e-02	1.200e-01	8.000e-02	1.500e-01	9.000e-02	7.000e-02	1.100e-01	1.700e-01	1.600e-01	2.000e-01	6.000e-02	4.000e-02	1.000e-01	1.300e-01	9.000e-02	1.500e-01	1.000e-01	8.000e-02	1.400e-01	1.500e-01	1.300e-01	1.700e-01	6.000e-02	5.000e-02	8.000e-02	1.200e-01	9.000e-02	1.300e-01	8.000e-02	7.000e-02	1.000e-01	1.300e-01	1.100e-01	1.400e-01	4.000e-02	2.000e-02	7.000e-02	8.000e-02	6.000e-02	9.000e-02	7.000e-02	5.000e-02	9.000e-02
2.525e+04	1.600e-01	1.400e-01	1.800e-01	5.000e-02	4.000e-02	8.000e-02	1.100e-01	8.000e-02	1.400e-01	9.000e-02	7.000e-02	1.100e-01	1.700e-01	1.600e-01	1.900e-01	5.000e-02	4.000e-02	9.000e-02	1.200e-01	9.000e-02	1.500e-01	1.000e-01	8.000e-02	1.400e-01	1.400e-01	1.300e-01	1.600e-01	6.000e-02	5.000e-02	8.000e-02	1.200e-01	9.000e-02	1.300e-01	8.000e-02	7.000e-02	1.000e-01	1.200e-01	1.100e-01	1.400e-01	4.000e-02	2.000e-02	7.000e-02	8.000e-02	6.000e-02	9.000e-02	6.000e-02	5.000e-02	9.000e-02
2.550e+04	1.600e-01	1.400e-01	1.800e-01	5.000e-02	4.000e-02	8.000e-02	1.100e-01	7.000e-02	1.400e-01	9.000e-02	6.000e-02	1.100e-01	1.700e-01	1.500e-01	1.900e-01	5.000e-02	4.000e-02	9.000e-02	1.200e-01	9.000e-02	1.400e-01	1.000e-01	7.000e-02	1.300e-01	1.400e-01	1.300e-01	1.600e-01	6.000e-02	5.000e-02	8.000e-02	1.100e-01	8.000e-02	1.200e-01	8.000e-02	6.000e-02	1.000e-01	1.200e-01	1.100e-01	1.400e-01	4.000e-02	2.000e-02	7.000e-02	8.000e-02	6.000e-02	9.000e-02	6.000e-02	5.000e-02	8.000e-02
2.575e+04	1.600e-01	1.400e-01	1.800e-01	5.000e-02	4.000e-02	8.000e-02	1.100e-01	7.000e-02	1.300e-01	9.000e-02	6.000e-02	1.100e-01	1.700e-01	1.400e-01	1.900e-01	5.000e-02	3.000e-02	8.000e-02	1.200e-01	8.000e-02	1.400e-01	9.000e-02	7.000e-02	1.200e-01	1.400e-01	1.300e-01	1.600e-01	6.000e-02	5.000e-02	8.000e-02	1.100e-01	8.000e-02	1.200e-01	7.000e-02	5.000e-02	1.000e-01	1.200e-01	1.100e-01	1.300e-01	4.000e-02	2.000e-02	7.000e-02	8.000e-02	5.000e-02	9.000e-02	6.000e-02	5.000e-02	8.000e-02
2.600e+04	1.600e-01	1.400e-01	1.800e-01	5.000e-02	3.000e-02	7.000e-02	1.100e-01	6.000e-02	1.300e-01	9.000e-02	6.000e-02	1.000e-01	1.700e-01	1.300e-01	1.800e-01	5.000e-02	3.000e-02	8.000e-02	1.200e-01	8.000e-02	1.400e-01	9.000e-02	6.000e-02	1.200e-01	1.400e-01	1.200e-01	1.600e-01	6.000e-02	4.000e-02	8.000e-02	1.000e-01	7.000e-02	1.200e-01	7.000e-02	5.000e-02	9.000e-02	1.200e-01	1.000e-01	1.300e-01	4.000e-02	2.000e-02	7.000e-02	7.000e-02	5.000e-02	9.000e-02	6.000e-02	5.000e-02	8.000e-02
2.625e+04	1.500e-01	1.200e-01	1.700e-01	4.000e-02	3.000e-02	7.000e-02	1.100e-01	6.000e-02	1.300e-01	8.000e-02	6.000e-02	1.000e-01	1.600e-01	1.300e-01	1.800e-01	4.000e-02	3.000e-02	8.000e-02	1.100e-01	8.000e-02	1.400e-01	9.000e-02	6.000e-02	1.200e-01	1.300e-01	1.200e-01	1.600e-01	6.000e-02	4.000e-02	7.000e-02	1.000e-01	7.000e-02	1.200e-01	7.000e-02	5.000e-02	9.000e-02	1.200e-01	1.000e-01	1.300e-01	4.000e-02	2.000e-02	6.000e-02	7.000e-02	5.000e-02	8.000e-02	5.000e-02	5.000e-02	8.000e-02
2.650e+04	1.400e-01	1.100e-01	1.600e-01	4.000e-02	3.000e-02	7.000e-02	1.000e-01	6.000e-02	1.300e-01	7.000e-02	5.000e-02	1.000e-01	1.600e-01	1.300e-01	1.800e-01	4.000e-02	3.000e-02	8.000e-02	1.100e-01	8.000e-02	1.300e-01	9.000e-02	6.000e-02	1.200e-01	1.300e-01	1.100e-01	1.400e-01	6.000e-02	4.000e-02	7.000e-02	1.000e-01	7.000e-02	1.100e-01	7.000e-02	4.000e-02	9.000e-02	1.100e-01	8.000e-02	1.200e-01	4.000e-02	1.000e-02	5.000e-02	7.000e-02	5.000e-02	8.000e-02	5.000e-02	4.000e-02	7.000e-02
2.675e+04	1.400e-01	1.100e-01	1.600e-01	4.000e-02	3.000e-02	7.000e-02	1.000e-01	6.000e-02	1.200e-01	7.000e-02	5.000e-02	9.000e-02	1.600e-01	1.200e-01	1.700e-01	4.000e-02	3.000e-02	8.000e-02	1.000e-01	7.000e-02	1.300e-01	8.000e-02	6.000e-02	1.200e-01	1.300e-01	1.000e-01	1.400e-01	5.000e-02	4.000e-02	7.000e-02	9.000e-02	7.000e-02	1.100e-01	6.000e-02	4.000e-02	9.000e-02	1.100e-01	8.000e-02	1.200e-01	3.000e-02	1.000e-02	5.000e-02	7.000e-02	4.000e-02	7.000e-02	5.000e-02	4.000e-02	7.000e-02
2.700e+04	1.400e-01	1.100e-01	1.600e-01	4.000e-02	2.000e-02	7.000e-02	9.000e-02	5.000e-02	1.200e-01	6.000e-02	5.000e-02	9.000e-02	1.400e-01	1.200e-01	1.700e-01	4.000e-02	3.000e-02	7.000e-02	1.000e-01	7.000e-02	1.300e-01	8.000e-02	6.000e-02	1.100e-01	1.300e-01	1.000e-01	1.400e-01	5.000e-02	3.000e-02	6.000e-02	9.000e-02	6.000e-02	1.100e-01	6.000e-02	4.000e-02	8.000e-02	1.000e-01	8.000e-02	1.200e-01	3.000e-02	1.000e-02	5.000e-02	6.000e-02	4.000e-02	7.000e-02	5.000e-02	3.000e-02	7.000e-02
2.725e+04	1.400e-01	1.100e-01	1.500e-01	3.000e-02	2.000e-02	7.000e-02	9.000e-02	5.000e-02	1.200e-01	6.000e-02	4.000e-02	9.000e-02	1.400e-01	1.200e-01	1.600e-01	4.000e-02	3.000e-02	7.000e-02	1.000e-01	7.000e-02	1.300e-01	7.000e-02	5.000e-02	1.100e-01	1.200e-01	1.000e-01	1.400e-01	4.000e-02	3.000e-02	6.000e-02	8.000e-02	6.000e-02	1.000e-01	6.000e-02	4.000e-02	8.000e-02	1.000e-01	8.000e-02	1.200e-01	3.000e-02	1.000e-02	5.000e-02	6.000e-02	4.000e-02	7.000e-02	5.000e-02	3.000e-02	7.000e-02
2.750e+04	1.400e-01	1.100e-01	1.500e-01	3.000e-02	2.000e-02	6.000e-02	8.000e-02	4.000e-02	1.100e-01	6.000e-02	4.000e-02	9.000e-02	1.300e-01	1.100e-01	1.600e-01	4.000e-02	2.000e-02	6.000e-02	1.000e-01	6.000e-02	1.200e-01	7.000e-02	5.000e-02	1.100e-01	1.100e-01	1.000e-01	1.300e-01	4.000e-02	3.000e-02	6.000e-02	8.000e-02	6.000e-02	1.000e-01	6.000e-02	4.000e-02	7.000e-02	9.000e-02	8.000e-02	1.100e-01	3.000e-02	1.000e-02	5.000e-02	6.000e-02	4.000e-02	7.000e-02	5.000e-02	3.000e-02	7.000e-02
2.775e+04	1.300e-01	9.000e-02	1.500e-01	3.000e-02	2.000e-02	6.000e-02	8.000e-02	4.000e-02	1.100e-01	6.000e-02	4.000e-02	9.000e-02	1.300e-01	1.100e-01	1.600e-01	4.000e-02	2.000e-02	6.000e-02	1.000e-01	6.000e-02	1.200e-01	7.000e-02	5.000e-02	1.100e-01	1.100e-01	9.000e-02	1.300e-01	4.000e-02	2.000e-02	6.000e-02	8.000e-02	6.000e-02	1.000e-01	5.000e-02	4.000e-02	7.000e-02	9.000e-02	7.000e-02	1.100e-01	2.000e-02	1.000e-02	5.000e-02	5.000e-02	3.000e-02	6.000e-02	4.000e-02	3.000e-02	6.000e-02
2.800e+04	1.300e-01	9.000e-02	1.400e-01	3.000e-02	2.000e-02	6.000e-02	8.000e-02	4.000e-02	1.000e-01	6.000e-02	4.000e-02	8.000e-02	1.300e-01	1.100e-01	1.500e-01	3.000e-02	2.000e-02	6.000e-02	9.000e-02	5.000e-02	1.200e-01	6.000e-02	5.000e-02	1.100e-01	1.100e-01	9.000e-02	1.200e-01	4.000e-02	2.000e-02	6.000e-02	7.000e-02	5.000e-02	9.000e-02	5.000e-02	4.000e-02	7.000e-02	9.000e-02	7.000e-02	1.100e-01	2.000e-02	1.000e-02	5.000e-02	5.000e-02	3.000e-02	6.000e-02	4.000e-02	3.000e-02	6.000e-02
2.825e+04	1.200e-01	9.000e-02	1.400e-01	3.000e-02	1.000e-02	6.000e-02	8.000e-02	4.000e-02	1.000e-01	5.000e-02	3.000e-02	8.000e-02	1.300e-01	1.100e-01	1.500e-01	3.000e-02	2.000e-02	6.000e-02	9.000e-02	5.000e-02	1.100e-01	6.000e-02	5.000e-02	1.000e-01	1.000e-01	9.000e-02	1.200e-01	3.000e-02	2.000e-02	6.000e-02	7.000e-02	5.000e-02	9.000e-02	5.000e-02	3.000e-02	7.000e-02	8.000e-02	7.000e-02	1.000e-01	2.000e-02	1.000e-02	5.000e-02	4.000e-02	3.000e-02	6.000e-02	4.000e-02	3.000e-02	6.000e-02
2.850e+04	1.100e-01	9.000e-02	1.400e-01	3.000e-02	1.000e-02	6.000e-02	8.000e-02	4.000e-02	1.000e-01	5.000e-02	3.000e-02	7.000e-02	1.200e-01	1.000e-01	1.500e-01	3.000e-02	2.000e-02	5.000e-02	9.000e-02	5.000e-02	1.100e-01	6.000e-02	4.000e-02	9.000e-02	1.000e-01	9.000e-02	1.200e-01	3.000e-02	2.000e-02	6.000e-02	7.000e-02	5.000e-02	9.000e-02	5.000e-02	3.000e-02	7.000e-02	8.000e-02	6.000e-02	1.000e-01	2.000e-02	1.000e-02	5.000e-02	4.000e-02	3.000e-02	6.000e-02	3.000e-02	3.000e-02	6.000e-02
2.875e+04	1.100e-01	9.000e-02	1.300e-01	2.000e-02	1.000e-02	5.000e-02	7.000e-02	4.000e-02	1.000e-01	5.000e-02	3.000e-02	7.000e-02	1.200e-01	1.000e-01	1.400e-01	3.000e-02	2.000e-02	5.000e-02	9.000e-02	5.000e-02	1.100e-01	6.000e-02	4.000e-02	9.000e-02	1.000e-01	8.000e-02	1.100e-01	3.000e-02	2.000e-02	6.000e-02	7.000e-02	4.000e-02	9.000e-02	4.000e-02	3.000e-02	6.000e-02	8.000e-02	6.000e-02	9.000e-02	2.000e-02	1.000e-02	5.000e-02	4.000e-02	3.000e-02	5.000e-02	3.000e-02	2.000e-02	5.000e-02
2.900e+04	1.100e-01	8.000e-02	1.300e-01	2.000e-02	1.000e-02	5.000e-02	7.000e-02	3.000e-02	1.000e-01	5.000e-02	3.000e-02	7.000e-02	1.200e-01	1.000e-01	1.400e-01	3.000e-02	2.000e-02	5.000e-02	8.000e-02	5.000e-02	1.100e-01	6.000e-02	4.000e-02	9.000e-02	1.000e-01	8.000e-02	1.100e-01	3.000e-02	2.000e-02	6.000e-02	7.000e-02	4.000e-02	8.000e-02	4.000e-02	3.000e-02	5.000e-02	8.000e-02	6.000e-02	9.000e-02	2.000e-02	1.000e-02	4.000e-02	4.000e-02	2.000e-02	5.000e-02	3.000e-02	2.000e-02	5.000e-02
2.925e+04	1.100e-01	8.000e-02	1.300e-01	2.000e-02	1.000e-02	5.000e-02	7.000e-02	3.000e-02	1.000e-01	5.000e-02	3.000e-02	7.000e-02	1.200e-01	1.000e-01	1.400e-01	3.000e-02	1.000e-02	5.000e-02	8.000e-02	5.000e-02	1.100e-01	6.000e-02	4.000e-02	9.000e-02	9.000e-02	8.000e-02	1.100e-01	2.000e-02	1.000e-02	5.000e-02	6.000e-02	4.000e-02	8.000e-02	4.000e-02	3.000e-02	5.000e-02	7.000e-02	6.000e-02	9.000e-02	2.000e-02	0.000e+00	4.000e-02	4.000e-02	2.000e-02	5.000e-02	3.000e-02	2.000e-02	5.000e-02
2.950e+04	1.000e-01	7.000e-02	1.200e-01	2.000e-02	1.000e-02	5.000e-02	7.000e-02	3.000e-02	9.000e-02	5.000e-02	3.000e-02	7.000e-02	1.100e-01	1.000e-01	1.300e-01	3.000e-02	1.000e-02	5.000e-02	7.000e-02	5.000e-02	1.000e-01	6.000e-02	3.000e-02	9.000e-02	9.000e-02	7.000e-02	1.100e-01	2.000e-02	1.000e-02	5.000e-02	6.000e-02	4.000e-02	8.000e-02	4.000e-02	3.000e-02	5.000e-02	7.000e-02	6.000e-02	8.000e-02	1.000e-02	0.000e+00	4.000e-02	4.000e-02	2.000e-02	5.000e-02	3.000e-02	2.000e-02	5.000e-02
2.975e+04	1.000e-01	7.000e-02	1.200e-01	2.000e-02	1.000e-02	5.000e-02	7.000e-02	3.000e-02	9.000e-02	5.000e-02	2.000e-02	6.000e-02	1.100e-01	9.000e-02	1.300e-01	2.000e-02	1.000e-02	4.000e-02	7.000e-02	4.000e-02	1.000e-01	6.000e-02	3.000e-02	8.000e-02	9.000e-02	7.000e-02	1.100e-01	2.000e-02	1.000e-02	5.000e-02	6.000e-02	4.000e-02	7.000e-02	3.000e-02	3.000e-02	5.000e-02	7.000e-02	5.000e-02	8.000e-02	1.000e-02	0.000e+00	4.000e-02	4.000e-02	2.000e-02	5.000e-02	3.000e-02	2.000e-02	5.000e-02
3.000e+04	1.000e-01	7.000e-02	1.100e-01	2.000e-02	1.000e-02	5.000e-02	7.000e-02	3.000e-02	9.000e-02	4.000e-02	2.000e-02	6.000e-02	1.100e-01	9.000e-02	1.300e-01	2.000e-02	1.000e-02	4.000e-02	7.000e-02	4.000e-02	1.000e-01	5.000e-02	3.000e-02	7.000e-02	9.000e-02	7.000e-02	1.000e-01	2.000e-02	1.000e-02	3.000e-02	6.000e-02	4.000e-02	7.000e-02	3.000e-02	3.000e-02	5.000e-02	7.000e-02	4.000e-02	8.000e-02	1.000e-02	0.000e+00	4.000e-02	3.000e-02	2.000e-02	4.000e-02	3.000e-02	2.000e-02	5.000e-02
3.025e+04	1.000e-01	7.000e-02	1.100e-01	2.000e-02	1.000e-02	4.000e-02	6.000e-02	2.000e-02	8.000e-02	4.000e-02	2.000e-02	6.000e-02	1.000e-01	9.000e-02	1.200e-01	2.000e-02	1.000e-02	4.000e-02	7.000e-02	4.000e-02	1.000e-01	5.000e-02	3.000e-02	7.000e-02	9.000e-02	6.000e-02	1.000e-01	2.000e-02	1.000e-02	3.000e-02	6.000e-02	4.000e-02	7.000e-02	3.000e-02	3.000e-02	5.000e-02	6.000e-02	4.000e-02	8.000e-02	1.000e-02	0.000e+00	4.000e-02	3.000e-02	2.000e-02	4.000e-02	2.000e-02	2.000e-02	4.000e-02
3.050e+04	1.000e-01	6.000e-02	1.100e-01	2.000e-02	1.000e-02	4.000e-02	6.000e-02	2.000e-02	8.000e-02	4.000e-02	2.000e-02	6.000e-02	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	4.000e-02	7.000e-02	3.000e-02	9.000e-02	5.000e-02	3.000e-02	7.000e-02	9.000e-02	6.000e-02	1.000e-01	2.000e-02	1.000e-02	3.000e-02	5.000e-02	4.000e-02	7.000e-02	3.000e-02	2.000e-02	5.000e-02	6.000e-02	4.000e-02	8.000e-02	1.000e-02	0.000e+00	3.000e-02	3.000e-02	2.000e-02	4.000e-02	2.000e-02	2.000e-02	4.000e-02
3.075e+04	9.000e-02	6.000e-02	1.100e-01	2.000e-02	0.000e+00	4.000e-02	6.000e-02	2.000e-02	8.000e-02	4.000e-02	2.000e-02	6.000e-02	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	4.000e-02	6.000e-02	3.000e-02	9.000e-02	5.000e-02	3.000e-02	7.000e-02	8.000e-02	6.000e-02	1.000e-01	2.000e-02	1.000e-02	3.000e-02	5.000e-02	3.000e-02	7.000e-02	3.000e-02	2.000e-02	5.000e-02	6.000e-02	4.000e-02	8.000e-02	1.000e-02	0.000e+00	3.000e-02	3.000e-02	2.000e-02	4.000e-02	2.000e-02	2.000e-02	4.000e-02
3.100e+04	8.000e-02	6.000e-02	1.100e-01	2.000e-02	0.000e+00	4.000e-02	6.000e-02	2.000e-02	8.000e-02	4.000e-02	2.000e-02	5.000e-02	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	3.000e-02	6.000e-02	3.000e-02	8.000e-02	5.000e-02	3.000e-02	7.000e-02	7.000e-02	5.000e-02	1.000e-01	1.000e-02	1.000e-02	3.000e-02	5.000e-02	3.000e-02	7.000e-02	3.000e-02	2.000e-02	5.000e-02	6.000e-02	4.000e-02	7.000e-02	1.000e-02	0.000e+00	3.000e-02	2.000e-02	1.000e-02	4.000e-02	2.000e-02	1.000e-02	3.000e-02
3.125e+04	8.000e-02	6.000e-02	1.000e-01	2.000e-02	0.000e+00	4.000e-02	5.000e-02	2.000e-02	8.000e-02	4.000e-02	2.000e-02	5.000e-02	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	3.000e-02	6.000e-02	3.000e-02	8.000e-02	5.000e-02	3.000e-02	7.000e-02	7.000e-02	5.000e-02	1.000e-01	1.000e-02	1.000e-02	3.000e-02	4.000e-02	3.000e-02	7.000e-02	3.000e-02	2.000e-02	4.000e-02	5.000e-02	4.000e-02	7.000e-02	1.000e-02	0.000e+00	3.000e-02	2.000e-02	1.000e-02	4.000e-02	2.000e-02	1.000e-02	3.000e-02
3.150e+04	8.000e-02	6.000e-02	1.000e-01	1.000e-02	0.000e+00	4.000e-02	5.000e-02	2.000e-02	8.000e-02	3.000e-02	2.000e-02	5.000e-02	9.000e-02	7.000e-02	1.000e-01	2.000e-02	0.000e+00	3.000e-02	5.000e-02	3.000e-02	8.000e-02	4.000e-02	2.000e-02	7.000e-02	7.000e-02	5.000e-02	9.000e-02	1.000e-02	1.000e-02	3.000e-02	4.000e-02	2.000e-02	7.000e-02	3.000e-02	2.000e-02	4.000e-02	5.000e-02	4.000e-02	7.000e-02	1.000e-02	0.000e+00	3.000e-02	2.000e-02	1.000e-02	3.000e-02	2.000e-02	1.000e-02	3.000e-02
3.175e+04	8.000e-02	6.000e-02	9.000e-02	1.000e-02	0.000e+00	4.000e-02	5.000e-02	2.000e-02	7.000e-02	3.000e-02	1.000e-02	5.000e-02	9.000e-02	7.000e-02	1.000e-01	2.000e-02	0.000e+00	3.000e-02	5.000e-02	3.000e-02	8.000e-02	4.000e-02	2.000e-02	6.000e-02	7.000e-02	4.000e-02	9.000e-02	1.000e-02	1.000e-02	3.000e-02	4.000e-02	2.000e-02	6.000e-02	3.000e-02	2.000e-02	4.000e-02	5.000e-02	4.000e-02	7.000e-02	1.000e-02	0.000e+00	3.000e-02	2.000e-02	1.000e-02	3.000e-02	2.000e-02	1.000e-02	3.000e-02
