evals.q.250.	_.circularPointsAiming.10.3.ga.best.fitness	_.circularPointsAiming.10.3.ga.best.fitness.min	_.circularPointsAiming.10.3.ga.best.fitness.max	_.circularPointsAiming.10.3.ga.33.best.fitness	_.circularPointsAiming.10.3.ga.33.best.fitness.min	_.circularPointsAiming.10.3.ga.33.best.fitness.max	_.circularPointsAiming.10.3.pso.best.fitness	_.circularPointsAiming.10.3.pso.best.fitness.min	_.circularPointsAiming.10.3.pso.best.fitness.max	_.circularPointsAiming.10.3.de.best.fitness	_.circularPointsAiming.10.3.de.best.fitness.min	_.circularPointsAiming.10.3.de.best.fitness.max	_.circularPointsAiming.10.3.me.2.best.fitness	_.circularPointsAiming.10.3.me.2.best.fitness.min	_.circularPointsAiming.10.3.me.2.best.fitness.max	_.circularPointsAiming.10.3.cabea.e.11.best.fitness	_.circularPointsAiming.10.3.cabea.e.11.best.fitness.min	_.circularPointsAiming.10.3.cabea.e.11.best.fitness.max	_.circularPointsAiming.10.3.cabea.cc.11.best.fitness	_.circularPointsAiming.10.3.cabea.cc.11.best.fitness.min	_.circularPointsAiming.10.3.cabea.cc.11.best.fitness.max	_.circularPointsAiming.10.3.cabea.e.21.best.fitness	_.circularPointsAiming.10.3.cabea.e.21.best.fitness.min	_.circularPointsAiming.10.3.cabea.e.21.best.fitness.max	_.circularPointsAiming.10.3.cabea.cc.21.best.fitness	_.circularPointsAiming.10.3.cabea.cc.21.best.fitness.min	_.circularPointsAiming.10.3.cabea.cc.21.best.fitness.max
1.125e+04	3.387e-01	3.161e-01	3.828e-01	3.504e-01	2.986e-01	3.875e-01	2.563e-04	1.941e-04	4.483e-04	4.152e-01	8.799e-02	1.023e+00	5.887e-01	5.426e-01	6.512e-01	4.214e-01	3.829e-01	4.664e-01	4.015e-01	3.638e-01	4.200e-01	nan	nan	nan	6.245e-01	5.444e-01	6.916e-01
1.150e+04	3.387e-01	3.161e-01	3.822e-01	3.329e-01	2.975e-01	3.754e-01	2.180e-04	1.498e-04	3.582e-04	4.152e-01	8.799e-02	1.023e+00	5.724e-01	5.348e-01	6.362e-01	4.201e-01	3.829e-01	4.664e-01	4.015e-01	3.638e-01	4.200e-01	7.264e-01	6.532e-01	7.734e-01	6.115e-01	5.442e-01	6.516e-01
1.175e+04	3.387e-01	3.156e-01	3.822e-01	3.329e-01	2.975e-01	3.754e-01	1.757e-04	1.300e-04	2.969e-04	4.152e-01	8.799e-02	1.023e+00	5.706e-01	5.348e-01	6.362e-01	4.178e-01	3.792e-01	4.664e-01	4.015e-01	3.629e-01	4.200e-01	nan	nan	nan	5.942e-01	5.442e-01	6.274e-01
1.200e+04	3.387e-01	3.156e-01	3.727e-01	3.329e-01	2.975e-01	3.707e-01	1.620e-04	1.064e-04	2.416e-04	4.152e-01	8.799e-02	1.023e+00	5.706e-01	5.272e-01	6.362e-01	4.158e-01	3.781e-01	4.289e-01	4.015e-01	3.567e-01	4.199e-01	7.020e-01	6.455e-01	7.553e-01	nan	nan	nan
1.225e+04	3.387e-01	3.156e-01	3.727e-01	3.329e-01	2.975e-01	3.707e-01	1.330e-04	9.098e-05	2.141e-04	4.152e-01	8.799e-02	1.023e+00	5.695e-01	5.265e-01	6.184e-01	4.130e-01	3.781e-01	4.272e-01	4.015e-01	3.567e-01	4.199e-01	6.759e-01	6.184e-01	7.020e-01	5.917e-01	5.442e-01	6.274e-01
1.250e+04	3.335e-01	3.156e-01	3.684e-01	3.329e-01	2.975e-01	3.707e-01	1.077e-04	7.010e-05	1.761e-04	4.152e-01	8.799e-02	1.023e+00	5.695e-01	5.265e-01	6.184e-01	4.078e-01	3.728e-01	4.226e-01	3.924e-01	3.567e-01	4.199e-01	nan	nan	nan	5.582e-01	5.045e-01	6.192e-01
1.275e+04	3.327e-01	3.156e-01	3.609e-01	3.329e-01	2.975e-01	3.707e-01	9.808e-05	6.540e-05	1.595e-04	4.152e-01	8.799e-02	1.023e+00	5.620e-01	5.168e-01	5.969e-01	4.052e-01	3.728e-01	4.213e-01	3.924e-01	3.567e-01	4.189e-01	6.434e-01	5.971e-01	6.831e-01	5.506e-01	4.941e-01	6.173e-01
1.300e+04	3.327e-01	3.156e-01	3.609e-01	3.329e-01	2.975e-01	3.707e-01	8.625e-05	5.380e-05	1.309e-04	4.152e-01	8.799e-02	1.023e+00	5.618e-01	5.168e-01	5.961e-01	3.890e-01	3.666e-01	4.201e-01	3.924e-01	3.567e-01	4.189e-01	nan	nan	nan	nan	nan	nan
1.325e+04	3.322e-01	3.156e-01	3.603e-01	3.329e-01	2.975e-01	3.707e-01	6.763e-05	4.347e-05	1.086e-04	4.152e-01	8.799e-02	1.023e+00	5.571e-01	5.168e-01	5.887e-01	3.879e-01	3.663e-01	4.201e-01	3.873e-01	3.567e-01	4.189e-01	6.395e-01	5.765e-01	6.640e-01	5.442e-01	4.920e-01	5.917e-01
1.350e+04	3.322e-01	3.129e-01	3.492e-01	3.329e-01	2.975e-01	3.707e-01	5.453e-05	3.721e-05	9.241e-05	4.152e-01	8.799e-02	1.023e+00	5.571e-01	5.085e-01	5.734e-01	3.829e-01	3.653e-01	4.178e-01	3.870e-01	3.301e-01	4.189e-01	nan	nan	nan	5.384e-01	4.881e-01	5.829e-01
1.375e+04	3.322e-01	3.129e-01	3.492e-01	3.329e-01	2.975e-01	3.707e-01	4.802e-05	3.336e-05	7.826e-05	4.152e-01	8.799e-02	1.023e+00	5.416e-01	5.055e-01	5.703e-01	3.829e-01	3.653e-01	4.178e-01	3.870e-01	3.301e-01	4.186e-01	6.184e-01	5.609e-01	6.480e-01	5.293e-01	4.864e-01	5.807e-01
1.400e+04	3.322e-01	3.129e-01	3.492e-01	3.325e-01	2.952e-01	3.700e-01	4.247e-05	2.803e-05	7.279e-05	4.152e-01	8.799e-02	1.023e+00	5.272e-01	4.967e-01	5.695e-01	3.829e-01	3.653e-01	4.178e-01	3.858e-01	3.301e-01	4.089e-01	6.161e-01	5.584e-01	6.452e-01	nan	nan	nan
1.425e+04	3.322e-01	3.129e-01	3.492e-01	3.325e-01	2.860e-01	3.671e-01	3.603e-05	2.465e-05	6.401e-05	4.152e-01	8.799e-02	1.023e+00	5.187e-01	4.901e-01	5.578e-01	3.829e-01	3.653e-01	4.130e-01	3.858e-01	3.301e-01	4.089e-01	nan	nan	nan	5.293e-01	4.864e-01	5.807e-01
1.450e+04	3.322e-01	3.129e-01	3.485e-01	3.255e-01	2.860e-01	3.671e-01	3.040e-05	1.954e-05	5.553e-05	4.152e-01	8.799e-02	1.023e+00	5.187e-01	4.901e-01	5.578e-01	3.829e-01	3.653e-01	4.130e-01	3.838e-01	3.301e-01	4.064e-01	6.023e-01	5.440e-01	6.425e-01	5.265e-01	4.821e-01	5.582e-01
1.475e+04	3.322e-01	3.129e-01	3.485e-01	3.255e-01	2.860e-01	3.671e-01	2.637e-05	1.665e-05	4.540e-05	4.152e-01	8.799e-02	1.023e+00	5.173e-01	4.845e-01	5.571e-01	3.792e-01	3.653e-01	4.130e-01	3.838e-01	3.301e-01	4.064e-01	nan	nan	nan	5.265e-01	4.821e-01	5.582e-01
1.500e+04	3.297e-01	3.104e-01	3.442e-01	3.255e-01	2.860e-01	3.671e-01	2.305e-05	1.434e-05	4.033e-05	4.152e-01	8.799e-02	1.023e+00	5.168e-01	4.777e-01	5.454e-01	3.792e-01	3.601e-01	4.107e-01	3.838e-01	3.301e-01	4.064e-01	5.676e-01	5.372e-01	6.070e-01	nan	nan	nan
1.525e+04	3.297e-01	3.104e-01	3.442e-01	3.255e-01	2.860e-01	3.671e-01	1.939e-05	1.269e-05	3.352e-05	4.152e-01	8.799e-02	1.023e+00	5.160e-01	4.763e-01	5.387e-01	3.788e-01	3.595e-01	4.046e-01	3.838e-01	3.301e-01	4.063e-01	nan	nan	nan	5.122e-01	4.768e-01	5.582e-01
1.550e+04	3.282e-01	3.080e-01	3.428e-01	3.255e-01	2.816e-01	3.671e-01	1.702e-05	1.130e-05	2.560e-05	4.152e-01	8.799e-02	1.023e+00	5.092e-01	4.718e-01	5.335e-01	3.788e-01	3.595e-01	3.972e-01	3.838e-01	3.301e-01	4.063e-01	5.625e-01	5.344e-01	5.971e-01	5.122e-01	4.768e-01	5.470e-01
1.575e+04	3.282e-01	3.080e-01	3.428e-01	3.255e-01	2.816e-01	3.671e-01	1.362e-05	9.312e-06	2.080e-05	4.152e-01	8.799e-02	1.023e+00	5.092e-01	4.718e-01	5.272e-01	3.781e-01	3.595e-01	3.972e-01	3.832e-01	3.301e-01	3.960e-01	nan	nan	nan	5.066e-01	4.768e-01	5.442e-01
1.600e+04	3.282e-01	3.080e-01	3.428e-01	3.255e-01	2.816e-01	3.671e-01	1.182e-05	8.224e-06	1.757e-05	4.152e-01	8.799e-02	1.023e+00	5.092e-01	4.718e-01	5.272e-01	3.765e-01	3.569e-01	3.934e-01	3.810e-01	3.301e-01	3.924e-01	5.553e-01	5.163e-01	5.840e-01	5.066e-01	4.717e-01	5.340e-01
1.625e+04	3.282e-01	3.080e-01	3.428e-01	3.255e-01	2.816e-01	3.671e-01	1.007e-05	6.570e-06	1.498e-05	4.152e-01	8.799e-02	1.023e+00	5.092e-01	4.718e-01	5.272e-01	3.765e-01	3.569e-01	3.934e-01	3.810e-01	3.301e-01	3.924e-01	5.408e-01	4.641e-01	5.795e-01	nan	nan	nan
