evals.q.250.	_.mt.100.3.ga.all.each.solution.overall.target.distance	_.mt.100.3.ga.all.each.solution.overall.target.distance.min	_.mt.100.3.ga.all.each.solution.overall.target.distance.max	_.mt.100.3.ga.33.all.each.solution.overall.target.distance	_.mt.100.3.ga.33.all.each.solution.overall.target.distance.min	_.mt.100.3.ga.33.all.each.solution.overall.target.distance.max	_.mt.100.3.me.2.all.each.solution.overall.target.distance	_.mt.100.3.me.2.all.each.solution.overall.target.distance.min	_.mt.100.3.me.2.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.e.11.all.each.solution.overall.target.distance	_.mt.100.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.cc.11.all.each.solution.overall.target.distance	_.mt.100.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.e.21.all.each.solution.overall.target.distance	_.mt.100.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.cc.21.all.each.solution.overall.target.distance	_.mt.100.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.cc.21.all.each.solution.overall.target.distance.max
3.950e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.400e-01	4.167e-01	1.500e-01	1.033e-01	2.333e-01	1.000e-01	4.333e-02	2.267e-01	nan	nan	nan	4.167e-01	4.033e-01	4.233e-01
3.975e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.400e-01	4.167e-01	1.533e-01	1.033e-01	2.333e-01	1.000e-01	4.000e-02	2.267e-01	4.900e-01	4.767e-01	4.933e-01	4.100e-01	4.000e-01	4.233e-01
4.000e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.400e-01	4.133e-01	1.533e-01	9.667e-02	2.333e-01	9.667e-02	4.000e-02	2.267e-01	nan	nan	nan	nan	nan	nan
4.025e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.400e-01	4.133e-01	1.500e-01	9.667e-02	2.333e-01	9.667e-02	4.000e-02	2.267e-01	4.800e-01	4.733e-01	4.933e-01	4.100e-01	3.967e-01	4.233e-01
4.050e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.400e-01	4.133e-01	1.500e-01	9.667e-02	2.333e-01	9.333e-02	3.667e-02	2.267e-01	4.800e-01	4.700e-01	4.933e-01	4.100e-01	3.967e-01	4.167e-01
4.075e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.400e-01	4.100e-01	1.500e-01	9.333e-02	2.333e-01	9.333e-02	3.667e-02	2.267e-01	nan	nan	nan	4.100e-01	3.933e-01	4.167e-01
4.100e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.367e-01	4.100e-01	1.467e-01	9.000e-02	2.333e-01	9.333e-02	3.667e-02	2.233e-01	4.800e-01	4.667e-01	4.867e-01	nan	nan	nan
4.125e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.367e-01	4.100e-01	1.667e-01	9.000e-02	2.300e-01	9.333e-02	3.667e-02	2.233e-01	nan	nan	nan	4.000e-01	3.933e-01	4.167e-01
4.150e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.867e-01	3.400e-01	4.133e-01	1.633e-01	9.000e-02	2.300e-01	9.333e-02	3.667e-02	2.233e-01	4.733e-01	4.667e-01	4.833e-01	3.967e-01	3.900e-01	4.100e-01
4.175e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.867e-01	3.400e-01	4.133e-01	1.633e-01	8.667e-02	2.300e-01	9.333e-02	3.667e-02	2.233e-01	nan	nan	nan	3.967e-01	3.867e-01	4.067e-01
4.200e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.867e-01	3.400e-01	4.100e-01	1.600e-01	8.667e-02	2.300e-01	9.333e-02	3.667e-02	2.233e-01	4.733e-01	4.600e-01	4.800e-01	3.967e-01	3.833e-01	4.067e-01
4.225e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.867e-01	3.367e-01	4.100e-01	1.600e-01	8.667e-02	2.267e-01	8.667e-02	3.667e-02	2.233e-01	4.700e-01	4.533e-01	4.800e-01	nan	nan	nan
4.250e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.333e-01	4.100e-01	1.600e-01	8.667e-02	2.267e-01	8.667e-02	3.333e-02	2.233e-01	nan	nan	nan	3.933e-01	3.833e-01	4.067e-01
4.275e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.333e-01	4.100e-01	1.633e-01	8.333e-02	2.267e-01	8.667e-02	3.333e-02	2.233e-01	4.667e-01	4.533e-01	4.733e-01	3.933e-01	3.800e-01	4.033e-01
4.300e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.333e-01	4.067e-01	1.567e-01	8.333e-02	2.267e-01	8.667e-02	3.333e-02	2.233e-01	nan	nan	nan	3.867e-01	3.767e-01	3.933e-01
4.325e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.300e-01	4.067e-01	1.567e-01	7.667e-02	2.267e-01	8.667e-02	3.333e-02	2.233e-01	4.633e-01	4.500e-01	4.700e-01	nan	nan	nan
4.350e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.300e-01	4.033e-01	1.567e-01	7.333e-02	2.267e-01	8.667e-02	3.333e-02	2.200e-01	nan	nan	nan	3.833e-01	3.700e-01	3.933e-01
4.375e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.300e-01	4.033e-01	1.567e-01	7.333e-02	2.267e-01	8.333e-02	3.000e-02	2.200e-01	4.633e-01	4.433e-01	4.667e-01	3.767e-01	3.700e-01	3.933e-01
4.400e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.300e-01	4.033e-01	1.567e-01	7.333e-02	2.267e-01	8.000e-02	3.000e-02	2.200e-01	4.600e-01	4.400e-01	4.667e-01	3.767e-01	3.633e-01	3.900e-01
4.425e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.267e-01	4.033e-01	1.600e-01	7.000e-02	2.267e-01	8.000e-02	3.000e-02	2.200e-01	nan	nan	nan	nan	nan	nan
4.450e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.833e-01	3.267e-01	4.033e-01	1.600e-01	7.000e-02	2.233e-01	8.000e-02	3.000e-02	2.200e-01	4.533e-01	4.400e-01	4.600e-01	3.733e-01	3.633e-01	3.900e-01
4.475e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.267e-01	4.033e-01	1.567e-01	6.667e-02	2.267e-01	8.000e-02	3.000e-02	2.200e-01	nan	nan	nan	3.733e-01	3.600e-01	3.867e-01
4.500e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.033e-01	1.567e-01	6.667e-02	2.267e-01	8.000e-02	3.000e-02	2.200e-01	4.500e-01	4.400e-01	4.600e-01	3.700e-01	3.500e-01	3.800e-01
4.525e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.267e-01	4.033e-01	1.567e-01	6.667e-02	2.267e-01	8.000e-02	3.000e-02	2.200e-01	nan	nan	nan	nan	nan	nan
4.550e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.000e-01	1.533e-01	6.667e-02	2.267e-01	8.000e-02	3.000e-02	2.200e-01	4.467e-01	4.367e-01	4.533e-01	3.667e-01	3.500e-01	3.800e-01
4.575e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.000e-01	1.533e-01	6.667e-02	2.267e-01	8.000e-02	3.000e-02	2.200e-01	4.467e-01	4.367e-01	4.500e-01	3.633e-01	3.467e-01	3.733e-01
4.600e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.000e-01	1.500e-01	6.333e-02	2.267e-01	7.667e-02	3.000e-02	2.200e-01	nan	nan	nan	3.600e-01	3.467e-01	3.733e-01
4.625e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.000e-01	1.500e-01	6.000e-02	2.267e-01	7.667e-02	2.667e-02	2.200e-01	4.433e-01	4.300e-01	4.467e-01	nan	nan	nan
4.650e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.000e-01	1.500e-01	6.000e-02	2.267e-01	7.333e-02	2.667e-02	2.200e-01	nan	nan	nan	3.600e-01	3.433e-01	3.733e-01
4.675e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.000e-01	1.500e-01	5.667e-02	2.267e-01	7.333e-02	2.333e-02	2.200e-01	4.400e-01	4.300e-01	4.467e-01	3.533e-01	3.433e-01	3.700e-01
4.700e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.233e-01	4.000e-01	1.500e-01	5.667e-02	2.267e-01	7.333e-02	2.333e-02	2.200e-01	nan	nan	nan	3.500e-01	3.400e-01	3.667e-01
4.725e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.200e-01	3.967e-01	1.467e-01	5.667e-02	2.233e-01	7.333e-02	2.333e-02	2.200e-01	4.367e-01	4.200e-01	4.433e-01	nan	nan	nan
4.750e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.167e-01	3.967e-01	1.467e-01	5.667e-02	2.233e-01	7.333e-02	2.000e-02	2.200e-01	nan	nan	nan	3.467e-01	3.367e-01	3.633e-01
4.775e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.167e-01	3.967e-01	1.467e-01	5.333e-02	2.233e-01	7.333e-02	2.000e-02	2.200e-01	4.367e-01	4.167e-01	4.433e-01	3.467e-01	3.333e-01	3.567e-01
4.800e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.167e-01	3.933e-01	1.467e-01	5.333e-02	2.233e-01	7.333e-02	2.000e-02	2.200e-01	4.333e-01	4.133e-01	4.367e-01	3.433e-01	3.333e-01	3.567e-01
4.825e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.167e-01	3.933e-01	1.467e-01	5.333e-02	2.233e-01	7.333e-02	2.000e-02	2.200e-01	nan	nan	nan	3.433e-01	3.333e-01	3.567e-01
4.850e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.167e-01	3.900e-01	1.467e-01	5.333e-02	2.233e-01	7.333e-02	2.000e-02	2.200e-01	4.300e-01	4.133e-01	4.367e-01	nan	nan	nan
4.875e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.767e-01	3.167e-01	3.900e-01	1.433e-01	5.000e-02	2.233e-01	7.333e-02	2.000e-02	2.200e-01	nan	nan	nan	3.400e-01	3.333e-01	3.533e-01
4.900e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.733e-01	3.167e-01	3.900e-01	1.400e-01	5.000e-02	2.233e-01	7.333e-02	1.667e-02	2.200e-01	4.233e-01	4.133e-01	4.333e-01	3.400e-01	3.333e-01	3.533e-01
4.925e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.700e-01	3.167e-01	3.900e-01	1.400e-01	4.667e-02	2.233e-01	7.333e-02	1.667e-02	2.200e-01	nan	nan	nan	3.367e-01	3.233e-01	3.500e-01
4.950e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.700e-01	3.133e-01	3.900e-01	1.400e-01	4.667e-02	2.233e-01	7.000e-02	1.667e-02	2.200e-01	4.233e-01	4.100e-01	4.333e-01	nan	nan	nan
4.975e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.700e-01	3.133e-01	3.900e-01	1.400e-01	4.333e-02	2.233e-01	7.000e-02	1.667e-02	2.200e-01	4.200e-01	4.033e-01	4.333e-01	3.333e-01	3.167e-01	3.467e-01
5.000e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.700e-01	3.200e-01	3.900e-01	1.400e-01	4.000e-02	2.233e-01	7.000e-02	1.667e-02	2.200e-01	nan	nan	nan	3.333e-01	3.167e-01	3.467e-01
5.025e+04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.167e-01	4.033e-01	4.267e-01	nan	nan	nan
