evals.q.250.	_.mt.250.3.ga.all.each.solution.overall.target.distance	_.mt.250.3.ga.all.each.solution.overall.target.distance.min	_.mt.250.3.ga.all.each.solution.overall.target.distance.max	_.mt.250.3.ga.33.all.each.solution.overall.target.distance	_.mt.250.3.ga.33.all.each.solution.overall.target.distance.min	_.mt.250.3.ga.33.all.each.solution.overall.target.distance.max	_.mt.250.3.me.2.all.each.solution.overall.target.distance	_.mt.250.3.me.2.all.each.solution.overall.target.distance.min	_.mt.250.3.me.2.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.e.11.all.each.solution.overall.target.distance	_.mt.250.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.cc.11.all.each.solution.overall.target.distance	_.mt.250.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.e.21.all.each.solution.overall.target.distance	_.mt.250.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.cc.21.all.each.solution.overall.target.distance	_.mt.250.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.cc.21.all.each.solution.overall.target.distance.max
4.425e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.440e-01	4.947e-01	4.133e-01	5.080e-01	3.520e-01	3.227e-01	3.920e-01	3.253e-01	2.347e-01	3.347e-01	nan	nan	nan	nan	nan	nan
4.450e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.440e-01	4.933e-01	4.133e-01	5.040e-01	3.507e-01	3.213e-01	3.920e-01	3.253e-01	2.320e-01	3.333e-01	6.347e-01	6.267e-01	6.400e-01	5.853e-01	5.773e-01	5.933e-01
4.475e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.440e-01	4.920e-01	4.120e-01	5.040e-01	3.493e-01	3.213e-01	3.907e-01	3.240e-01	2.320e-01	3.320e-01	nan	nan	nan	5.840e-01	5.760e-01	5.907e-01
4.500e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.920e-01	4.120e-01	5.040e-01	3.493e-01	3.160e-01	3.907e-01	3.240e-01	2.307e-01	3.320e-01	6.307e-01	6.267e-01	6.360e-01	5.827e-01	5.760e-01	5.880e-01
4.525e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.907e-01	4.120e-01	5.027e-01	3.493e-01	3.147e-01	3.867e-01	3.227e-01	2.293e-01	3.307e-01	nan	nan	nan	nan	nan	nan
4.550e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.893e-01	4.107e-01	5.013e-01	3.493e-01	3.147e-01	3.853e-01	3.187e-01	2.267e-01	3.293e-01	6.280e-01	6.227e-01	6.347e-01	5.813e-01	5.680e-01	5.867e-01
4.575e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.880e-01	4.093e-01	5.013e-01	3.493e-01	3.133e-01	3.840e-01	3.160e-01	2.253e-01	3.280e-01	6.280e-01	6.173e-01	6.333e-01	5.800e-01	5.680e-01	5.813e-01
4.600e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.880e-01	4.080e-01	5.013e-01	3.453e-01	3.120e-01	3.827e-01	3.160e-01	2.240e-01	3.280e-01	nan	nan	nan	5.773e-01	5.680e-01	5.813e-01
4.625e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.853e-01	4.053e-01	5.013e-01	3.440e-01	3.080e-01	3.827e-01	3.160e-01	2.213e-01	3.267e-01	6.253e-01	6.173e-01	6.320e-01	nan	nan	nan
4.650e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.840e-01	4.040e-01	5.013e-01	3.427e-01	3.067e-01	3.827e-01	3.147e-01	2.187e-01	3.253e-01	nan	nan	nan	5.733e-01	5.640e-01	5.800e-01
4.675e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.813e-01	4.027e-01	5.000e-01	3.467e-01	3.053e-01	3.787e-01	3.120e-01	2.133e-01	3.240e-01	6.227e-01	6.160e-01	6.293e-01	5.733e-01	5.613e-01	5.800e-01
4.700e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.813e-01	4.027e-01	4.987e-01	3.467e-01	3.053e-01	3.787e-01	3.120e-01	2.133e-01	3.240e-01	nan	nan	nan	5.720e-01	5.613e-01	5.787e-01
4.725e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.813e-01	4.013e-01	4.973e-01	3.507e-01	3.013e-01	3.747e-01	3.093e-01	2.120e-01	3.227e-01	6.213e-01	6.133e-01	6.267e-01	nan	nan	nan
4.750e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.813e-01	4.000e-01	4.960e-01	3.467e-01	3.000e-01	3.720e-01	3.080e-01	2.120e-01	3.200e-01	nan	nan	nan	5.680e-01	5.573e-01	5.787e-01
4.775e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.787e-01	3.987e-01	4.960e-01	3.453e-01	3.000e-01	3.693e-01	3.080e-01	2.107e-01	3.200e-01	6.173e-01	6.133e-01	6.213e-01	5.667e-01	5.547e-01	5.760e-01
4.800e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.787e-01	3.960e-01	4.947e-01	3.427e-01	2.987e-01	3.693e-01	3.067e-01	2.107e-01	3.173e-01	6.160e-01	6.080e-01	6.213e-01	5.653e-01	5.533e-01	5.760e-01
4.825e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.773e-01	3.947e-01	4.933e-01	3.427e-01	2.987e-01	3.693e-01	3.053e-01	2.080e-01	3.160e-01	nan	nan	nan	5.627e-01	5.533e-01	5.747e-01
4.850e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.773e-01	3.920e-01	4.933e-01	3.413e-01	2.973e-01	3.693e-01	3.053e-01	2.067e-01	3.160e-01	6.133e-01	6.067e-01	6.200e-01	nan	nan	nan
4.875e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.760e-01	3.920e-01	4.920e-01	3.400e-01	2.947e-01	3.680e-01	3.040e-01	2.040e-01	3.133e-01	nan	nan	nan	5.613e-01	5.507e-01	5.707e-01
4.900e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.747e-01	3.907e-01	4.920e-01	3.400e-01	2.933e-01	3.680e-01	3.013e-01	2.027e-01	3.120e-01	6.093e-01	6.040e-01	6.187e-01	5.613e-01	5.493e-01	5.667e-01
4.925e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.733e-01	3.907e-01	4.920e-01	3.360e-01	2.933e-01	3.680e-01	3.013e-01	2.027e-01	3.107e-01	nan	nan	nan	5.587e-01	5.480e-01	5.653e-01
4.950e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.733e-01	3.880e-01	4.920e-01	3.347e-01	2.920e-01	3.680e-01	3.013e-01	1.973e-01	3.107e-01	6.093e-01	6.027e-01	6.160e-01	nan	nan	nan
4.975e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.720e-01	3.867e-01	4.920e-01	3.333e-01	2.893e-01	3.640e-01	3.000e-01	1.960e-01	3.107e-01	6.067e-01	6.000e-01	6.147e-01	5.573e-01	5.453e-01	5.640e-01
5.000e+04	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.427e-01	4.707e-01	3.853e-01	4.893e-01	3.333e-01	2.880e-01	3.640e-01	2.960e-01	1.947e-01	3.093e-01	nan	nan	nan	5.547e-01	5.440e-01	5.627e-01
5.025e+04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.040e-01	6.000e-01	6.147e-01	nan	nan	nan
